pattern_id,count,tl,tr,bl,br,tiles,pals,hflips,vflips,priority
183,3,0x4E12,0x4E13,0x4B12,0x4B13,"0x212,0x213,0x312,0x313","4,4,4,4","1,1,0,0","1,1,1,1","0,0,0,0"
184,3,0x2502,0x2503,0x5402,0x2503,"0x102,0x103,0x002,0x103","2,2,5,2","1,1,1,1","0,0,0,0","0,0,0,0"
185,3,0xDB02,0xCA03,0xDB02,0xCA03,"0x302,0x203,0x302,0x203","5,4,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
186,3,0x5802,0x4503,0x5802,0x4503,"0x002,0x103,0x002,0x103","5,4,5,4","0,1,0,1","1,0,1,0","0,0,0,0"
187,3,0x4E12,0x3E13,0x3E12,0x3E13,"0x212,0x213,0x212,0x213","4,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
188,3,0x2512,0x2513,0x2512,0x4B13,"0x112,0x113,0x112,0x313","2,2,2,4","1,1,1,0","0,0,0,1","0,0,0,0"
189,3,0x4F12,0x4F13,0x4F12,0x4F13,"0x312,0x313,0x312,0x313","4,4,4,4","1,1,1,1","1,1,1,1","0,0,0,0"
190,3,0x4F02,0x4F03,0x4F02,0x4F03,"0x302,0x303,0x302,0x303","4,4,4,4","1,1,1,1","1,1,1,1","0,0,0,0"
191,2,0x2A02,0x2A03,0x2A02,0x2B03,"0x202,0x203,0x202,0x303","2,2,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
192,2,0x2A02,0x5F03,0x5F02,0x2A03,"0x202,0x303,0x302,0x203","2,5,5,2","0,1,1,0","1,1,1,1","0,0,0,0"
193,2,0x2A02,0x2B03,0x2A02,0x2A03,"0x202,0x303,0x202,0x203","2,2,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
194,2,0x2312,0x2413,0x2212,0x2313,"0x312,0x013,0x212,0x313","2,2,2,2","0,1,0,0","0,0,0,0","0,0,0,0"
195,2,0x2312,0x2313,0x2312,0x2413,"0x312,0x313,0x312,0x013","2,2,2,2","0,0,0,1","0,0,0,0","0,0,0,0"
196,2,0x2112,0x2213,0x2412,0x2413,"0x112,0x213,0x012,0x013","2,2,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
197,2,0x2412,0x2313,0x2412,0x2213,"0x012,0x313,0x012,0x213","2,2,2,2","1,0,1,0","0,0,0,0","0,0,0,0"
198,2,0x2312,0x2313,0x2212,0x2213,"0x312,0x313,0x212,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
199,2,0x2212,0x2213,0x2212,0x2113,"0x212,0x213,0x212,0x113","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
200,2,0x2312,0x2213,0x2112,0x2213,"0x312,0x213,0x112,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
201,2,0x2312,0x2213,0x2312,0x2313,"0x312,0x213,0x312,0x313","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
202,2,0x2212,0x2313,0x2312,0x2313,"0x212,0x313,0x312,0x313","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
203,2,0x2602,0x2503,0x2602,0x2503,"0x202,0x103,0x202,0x103","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
204,2,0x2512,0x2513,0x3B12,0x3913,"0x112,0x113,0x312,0x113","2,2,3,3","1,1,0,0","0,0,1,1","0,0,0,0"
205,2,0x2512,0x2513,0x2512,0x3B13,"0x112,0x113,0x112,0x313","2,2,2,3","1,1,1,0","0,0,0,1","0,0,0,0"
206,2,0x2502,0x2503,0x2C02,0x2A03,"0x102,0x103,0x002,0x203","2,2,2,2","1,1,1,0","0,0,1,1","0,0,0,0"
207,2,0x2502,0x2C03,0x2A02,0x2A03,"0x102,0x003,0x202,0x203","2,2,2,2","1,1,0,0","0,1,1,1","0,0,0,0"
208,2,0x2512,0x2513,0x2A12,0x2C13,"0x112,0x113,0x212,0x013","2,2,2,2","1,1,0,1","0,0,1,1","0,0,0,0"
209,2,0x2512,0x2513,0x2A12,0x2A13,"0x112,0x113,0x212,0x213","2,2,2,2","1,1,0,0","0,0,1,1","0,0,0,0"
210,2,0x2A12,0x2A13,0x5F12,0x2A13,"0x212,0x213,0x312,0x213","2,2,5,2","0,0,1,0","1,1,1,1","0,0,0,0"
211,2,0x3102,0x2503,0x2E02,0x2D03,"0x102,0x103,0x202,0x103","3,2,2,2","0,1,1,1","0,0,1,1","0,0,0,0"
212,2,0x2502,0x3103,0x2E02,0x2E03,"0x102,0x103,0x202,0x203","2,3,2,2","1,0,1,1","0,0,1,1","0,0,0,0"
213,2,0x2E02,0x2E03,0x2D02,0x2E03,"0x202,0x203,0x102,0x203","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
214,2,0x2902,0x2903,0x2E02,0x2D03,"0x102,0x103,0x202,0x103","2,2,2,2","0,0,1,1","1,1,1,1","0,0,0,0"
215,2,0x2502,0x3103,0x2E02,0x2D03,"0x102,0x103,0x202,0x103","2,3,2,2","1,0,1,1","0,0,1,1","0,0,0,0"
216,2,0x3102,0x2903,0x2E02,0x2E03,"0x102,0x103,0x202,0x203","3,2,2,2","0,0,1,1","0,1,1,1","0,0,0,0"
217,2,0x2E02,0x2D03,0x2E02,0x2D03,"0x202,0x103,0x202,0x103","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
218,2,0x2E02,0x2D03,0x2E02,0x2E03,"0x202,0x103,0x202,0x203","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
219,2,0x3112,0x3113,0x2E12,0x2D13,"0x112,0x113,0x212,0x113","3,3,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
220,2,0x3112,0x2513,0x2E12,0x2D13,"0x112,0x113,0x212,0x113","3,2,2,2","0,1,1,1","0,0,1,1","0,0,0,0"
221,2,0x2E12,0x2E13,0x2E12,0x2D13,"0x212,0x213,0x212,0x113","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
222,2,0x2512,0x2513,0x2D12,0x2E13,"0x112,0x113,0x112,0x213","2,2,2,2","1,1,1,1","0,0,1,1","0,0,0,0"
223,2,0x2512,0x2513,0x2912,0x2E13,"0x112,0x113,0x112,0x213","2,2,2,2","1,1,0,1","0,0,1,1","0,0,0,0"
224,2,0x5202,0x5103,0x5202,0x5103,"0x202,0x103,0x202,0x103","5,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0"
225,2,0x5202,0x5103,0x5402,0x5303,"0x202,0x103,0x002,0x303","5,5,5,5","0,0,1,0","0,0,0,0","0,0,0,0"
226,2,0x5102,0x5203,0x5202,0x5303,"0x102,0x203,0x202,0x303","5,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0"
227,2,0x5102,0x5103,0x5302,0x5103,"0x102,0x103,0x302,0x103","5,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0"
228,2,0x5302,0x5203,0x5102,0x5303,"0x302,0x203,0x102,0x303","5,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0"
229,2,0x2112,0x2113,0x2212,0x2113,"0x112,0x113,0x212,0x113","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
230,2,0x2212,0x2213,0x2412,0x2313,"0x212,0x213,0x012,0x313","2,2,2,2","0,0,1,0","0,0,0,0","0,0,0,0"
231,2,0x2312,0x2213,0x2312,0x2213,"0x312,0x213,0x312,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
232,2,0x2212,0x2313,0x2412,0x2313,"0x212,0x313,0x012,0x313","2,2,2,2","0,0,1,0","0,0,0,0","0,0,0,0"
233,2,0x2112,0x2313,0x2312,0x2313,"0x112,0x313,0x312,0x313","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
234,2,0x2412,0x2313,0x2312,0x2313,"0x012,0x313,0x312,0x313","2,2,2,2","1,0,0,0","0,0,0,0","0,0,0,0"
235,2,0x2112,0x2213,0x2112,0x2213,"0x112,0x213,0x112,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
236,2,0x2312,0x2213,0x2212,0x2213,"0x312,0x213,0x212,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
237,2,0x2312,0x2313,0x2312,0x2113,"0x312,0x313,0x312,0x113","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
238,2,0x4B02,0x2E03,0x4B02,0x2E03,"0x302,0x203,0x302,0x203","4,2,4,2","0,1,0,1","1,1,1,1","0,0,0,0"
239,2,0x4B02,0x2E03,0x2E02,0x2E03,"0x302,0x203,0x202,0x203","4,2,2,2","0,1,1,1","1,1,1,1","0,0,0,0"
240,2,0x4C02,0x4B03,0x4B02,0x4B03,"0x002,0x303,0x302,0x303","4,4,4,4","1,0,0,0","1,1,1,1","0,0,0,0"
241,2,0x3A12,0x3913,0x3B12,0x3B13,"0x212,0x113,0x312,0x313","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
242,2,0x3B12,0x2513,0x2512,0x2513,"0x312,0x113,0x112,0x113","3,2,2,2","0,1,1,1","1,0,0,0","0,0,0,0"
243,2,0x3912,0x3913,0x3B12,0x2513,"0x112,0x113,0x312,0x113","3,3,3,2","0,0,0,1","1,1,1,0","0,0,0,0"
244,2,0x2C02,0x2A03,0x2602,0x2603,"0x002,0x203,0x202,0x203","2,2,2,2","1,0,1,1","1,1,0,0","0,0,0,0"
245,2,0x2A02,0x2A03,0x2502,0x2C03,"0x202,0x203,0x102,0x003","2,2,2,2","0,0,1,1","1,1,0,1","0,0,0,0"
246,2,0x2A02,0x2A03,0x2C02,0x2C03,"0x202,0x203,0x002,0x003","2,2,2,2","0,0,1,1","1,1,1,1","0,0,0,0"
247,2,0x2A12,0x2C13,0x2512,0x2513,"0x212,0x013,0x112,0x113","2,2,2,2","0,1,1,1","1,1,0,0","0,0,0,0"
248,2,0x2512,0x2513,0x2612,0x2613,"0x112,0x113,0x212,0x213","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
249,2,0x2612,0x2613,0x2512,0x2513,"0x212,0x213,0x112,0x113","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
250,2,0x2E02,0x2D03,0x2D02,0x2E03,"0x202,0x103,0x102,0x203","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
251,2,0x2D02,0x2E03,0x2F02,0x2103,"0x102,0x203,0x302,0x103","2,2,2,2","1,1,1,0","1,1,1,0","0,0,0,0"
252,2,0x2D02,0x2E03,0x2102,0x2F03,"0x102,0x203,0x102,0x303","2,2,2,2","1,1,0,1","1,1,0,1","0,0,0,0"
253,2,0x2D02,0x2E03,0x2302,0x2103,"0x102,0x203,0x302,0x103","2,2,2,2","1,1,0,0","1,1,0,0","0,0,0,0"
254,2,0x2D12,0x2913,0x2D12,0x2913,"0x112,0x113,0x112,0x113","2,2,2,2","1,0,1,0","1,1,1,1","0,0,0,0"
255,2,0x2202,0x2203,0x3102,0x3103,"0x202,0x203,0x102,0x103","2,2,3,3","0,0,0,0","0,0,0,0","0,0,0,0"
256,2,0x2302,0x2203,0x2902,0x2203,"0x302,0x203,0x102,0x203","2,2,2,2","0,0,0,0","0,0,1,0","0,0,0,0"
257,2,0x2202,0x2303,0x2502,0x2503,"0x202,0x303,0x102,0x103","2,2,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
258,2,0x2302,0x2403,0x3102,0x2903,"0x302,0x003,0x102,0x103","2,2,3,2","0,1,0,0","0,0,0,1","0,0,0,0"
259,2,0x2302,0x2103,0x2502,0x2503,"0x302,0x103,0x102,0x103","2,2,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
260,2,0x2102,0x2303,0x2502,0x2503,"0x102,0x303,0x102,0x103","2,2,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
261,2,0x2402,0x2303,0x2502,0x3103,"0x002,0x303,0x102,0x103","2,2,2,3","1,0,1,0","0,0,0,0","0,0,0,0"
262,2,0x2102,0x2203,0x2902,0x2903,"0x102,0x203,0x102,0x103","2,2,2,2","0,0,0,0","0,0,1,1","0,0,0,0"
263,2,0x3102,0x2903,0x2502,0x2503,"0x102,0x103,0x102,0x103","3,2,2,2","0,0,1,1","0,1,0,0","0,0,0,0"
264,2,0x2502,0x3103,0x2502,0x2503,"0x102,0x103,0x102,0x103","2,3,2,2","1,0,1,1","0,0,0,0","0,0,0,0"
265,2,0x4112,0x3E13,0x3E12,0x3E13,"0x112,0x213,0x212,0x213","4,3,3,3","0,1,1,1","0,1,1,1","0,0,0,0"
266,2,0x2112,0x2213,0x2212,0x2213,"0x112,0x213,0x212,0x213","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
267,2,0x4212,0x4113,0x3E12,0x3E13,"0x212,0x113,0x212,0x213","4,4,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
268,2,0x2312,0x2213,0x4112,0x4113,"0x312,0x213,0x112,0x113","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
269,2,0x5402,0x2503,0x5202,0x5103,"0x002,0x103,0x202,0x103","5,2,5,5","1,1,0,0","0,0,0,0","0,0,0,0"
270,2,0x5402,0x5103,0x5102,0x5203,"0x002,0x103,0x102,0x203","5,5,5,5","1,0,0,0","0,0,0,0","0,0,0,0"
271,2,0x2202,0x2203,0x2202,0x2103,"0x202,0x203,0x202,0x103","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
272,2,0x2302,0x2203,0x2102,0x2203,"0x302,0x203,0x102,0x203","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
273,2,0x2202,0x2103,0x2302,0x2203,"0x202,0x103,0x302,0x203","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
274,2,0x2302,0x2203,0x2302,0x2303,"0x302,0x203,0x302,0x303","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
275,2,0xB412,0xB513,0xB412,0xB413,"0x012,0x113,0x012,0x013","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
276,2,0xB612,0xB613,0xB612,0xA913,"0x212,0x213,0x212,0x113","3,3,3,2","1,1,1,0","0,0,0,1","1,1,1,1"
277,2,0xB602,0x2503,0xB602,0xB603,"0x202,0x103,0x202,0x203","3,2,3,3","1,1,1,1","0,0,0,0","1,0,1,1"
278,2,0x2502,0x2503,0xB602,0xA903,"0x102,0x103,0x202,0x103","2,2,3,2","1,1,1,0","0,0,0,1","0,0,1,1"
279,2,0xB602,0xA903,0xB602,0xB603,"0x202,0x103,0x202,0x203","3,2,3,3","1,0,1,1","0,1,0,0","1,1,1,1"
280,2,0xA902,0xB603,0xA902,0xB603,"0x102,0x203,0x102,0x203","2,3,2,3","0,1,0,1","1,0,1,0","1,1,1,1"
281,2,0xB602,0xB603,0xB602,0xA903,"0x202,0x203,0x202,0x103","3,3,3,2","1,1,1,0","0,0,0,1","1,1,1,1"
282,2,0x3902,0x3903,0x3C02,0x3C03,"0x102,0x103,0x002,0x003","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
283,2,0x3902,0x3903,0x3A02,0x3B03,"0x102,0x103,0x202,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
284,2,0x3902,0x3C03,0x3C02,0x3D03,"0x102,0x003,0x002,0x103","3,3,3,3","0,1,1,1","1,1,1,1","0,0,0,0"
285,2,0x3B02,0x3B03,0x3C02,0x3D03,"0x302,0x303,0x002,0x103","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
286,2,0x3902,0x3C03,0x3C02,0x3A03,"0x102,0x003,0x002,0x203","3,3,3,3","0,1,1,0","1,1,1,1","0,0,0,0"
287,2,0x3C12,0x3913,0x3C12,0x3913,"0x012,0x113,0x012,0x113","3,3,3,3","1,0,1,0","1,1,1,1","0,0,0,0"
288,2,0xCA12,0xCA13,0xCA12,0xDA13,"0x212,0x213,0x212,0x213","4,4,4,5","0,0,0,0","1,1,1,1","1,1,1,1"
289,2,0xDA12,0xDA13,0xCA12,0xDA13,"0x212,0x213,0x212,0x213","5,5,4,5","0,0,0,0","1,1,1,1","1,1,1,1"
290,2,0xDA12,0xCA13,0xCA12,0xCA13,"0x212,0x213,0x212,0x213","5,4,4,4","0,0,0,0","1,1,1,1","1,1,1,1"
291,2,0xDA12,0xD913,0xCA12,0xCA13,"0x212,0x113,0x212,0x213","5,5,4,4","0,0,0,0","1,1,1,1","1,1,1,1"
292,2,0x3102,0x2903,0x2F02,0x2103,"0x102,0x103,0x302,0x103","3,2,2,2","0,0,1,0","0,1,1,0","0,0,0,0"
293,2,0x2902,0x2903,0x2F02,0x2103,"0x102,0x103,0x302,0x103","2,2,2,2","0,0,1,0","1,1,1,0","0,0,0,0"
294,2,0x2E02,0x2E03,0x2F02,0x2F03,"0x202,0x203,0x302,0x303","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
295,2,0x2112,0x2913,0x2112,0x2913,"0x112,0x113,0x112,0x113","2,2,2,2","0,0,0,0","0,1,0,1","0,0,0,0"
296,2,0x2502,0x2503,0x2902,0x3103,"0x102,0x103,0x102,0x103","2,2,2,3","1,1,0,0","0,0,1,0","0,0,0,0"
297,2,0x2502,0x2503,0x3102,0x2503,"0x102,0x103,0x102,0x103","2,2,3,2","1,1,0,1","0,0,0,0","0,0,0,0"
298,2,0x2502,0x2503,0x2D02,0x2E03,"0x102,0x103,0x102,0x203","2,2,2,2","1,1,1,1","0,0,1,1","0,0,0,0"
299,2,0x2502,0x2503,0x2902,0x2E03,"0x102,0x103,0x102,0x203","2,2,2,2","1,1,0,1","0,0,1,1","0,0,0,0"
300,2,0x4112,0x4113,0x2E12,0x2D13,"0x112,0x113,0x212,0x113","4,4,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
301,2,0x4212,0x4213,0x2E12,0x2E13,"0x212,0x213,0x212,0x213","4,4,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
302,2,0x3E12,0x3E13,0x4212,0x4113,"0x212,0x213,0x212,0x113","3,3,4,4","1,1,0,0","1,1,0,0","0,0,0,0"
303,2,0x3E12,0x3E13,0x3E12,0x4113,"0x212,0x213,0x212,0x113","3,3,3,4","1,1,1,0","1,1,1,0","0,0,0,0"
304,2,0x3E12,0x3E13,0x4212,0x2E13,"0x212,0x213,0x212,0x213","3,3,4,2","1,1,0,1","1,1,0,1","0,0,0,0"
305,2,0x3E12,0x3E13,0x4112,0x4213,"0x212,0x213,0x112,0x213","3,3,4,4","1,1,0,0","1,1,0,0","0,0,0,0"
306,2,0x5202,0x5103,0x5102,0x5403,"0x202,0x103,0x102,0x003","5,5,5,5","0,0,0,1","0,0,0,0","0,0,0,0"
307,2,0x3A12,0x3C13,0x3B12,0x3A13,"0x212,0x013,0x312,0x213","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
308,2,0x3902,0x3A03,0x3A02,0x3A03,"0x102,0x203,0x202,0x203","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
309,2,0x3A02,0x3A03,0x3967,0x3A39,"0x202,0x203,0x167,0x239","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
310,2,0x2512,0x2513,0xB912,0xBC13,"0x112,0x113,0x112,0x013","2,2,3,3","1,1,0,1","0,0,1,1","0,0,1,1"
311,2,0xBB12,0xBB13,0xBC12,0xB913,"0x312,0x313,0x012,0x113","3,3,3,3","0,0,1,0","1,1,1,1","1,1,1,1"
312,2,0xBB12,0xBB13,0xB912,0xB913,"0x312,0x313,0x112,0x113","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
313,2,0xB912,0xB913,0xB977,0xBB48,"0x112,0x113,0x177,0x348","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
314,2,0xBB12,0xBB13,0xBB77,0xBA48,"0x312,0x313,0x377,0x248","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
315,2,0xBC12,0xBC13,0xB977,0xB948,"0x012,0x013,0x177,0x148","3,3,3,3","1,1,0,0","1,1,1,1","1,1,1,1"
316,2,0xBC12,0xB913,0xB977,0xB948,"0x012,0x113,0x177,0x148","3,3,3,3","1,0,0,0","1,1,1,1","1,1,1,1"
317,2,0x2504,0x2505,0xBC04,0xBD05,"0x104,0x105,0x004,0x105","2,2,3,3","1,1,1,1","0,0,1,1","0,0,1,1"
318,2,0xBC04,0xBC05,0xBC02,0xBC03,"0x004,0x005,0x002,0x003","3,3,3,3","1,1,1,1","1,1,1,1","1,1,1,1"
319,2,0x2512,0x2513,0xB912,0xBB13,"0x112,0x113,0x112,0x313","2,2,3,3","1,1,0,0","0,0,1,1","0,0,1,1"
320,2,0x2502,0x2503,0x2502,0xBB03,"0x102,0x103,0x102,0x303","2,2,2,3","1,1,1,0","0,0,0,1","0,0,0,1"
321,2,0x2514,0x2504,0x2512,0x2513,"0x114,0x104,0x112,0x113","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
322,2,0x3B02,0x3B03,0x3B02,0x3B03,"0x302,0x303,0x302,0x303","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
323,2,0x3512,0x3513,0x3312,0x3313,"0x112,0x113,0x312,0x313","3,3,3,3","1,1,0,0","0,0,0,0","0,0,0,0"
324,2,0x3377,0x3348,0x3314,0x3304,"0x377,0x348,0x314,0x304","3,3,3,3","0,0,0,0","0,0,0,0","0,0,0,0"
325,2,0x3314,0x3304,0x3314,0x3304,"0x314,0x304,0x314,0x304","3,3,3,3","0,0,0,0","0,0,0,0","0,0,0,0"
326,2,0x2814,0x2504,0x2814,0x2504,"0x014,0x104,0x014,0x104","2,2,2,2","0,1,0,1","1,0,1,0","0,0,0,0"
327,2,0xBC04,0xBC05,0xB904,0xB905,"0x004,0x005,0x104,0x105","3,3,3,3","1,1,0,0","1,1,1,1","1,1,1,1"
328,2,0xBB12,0x3B13,0xBA12,0xB913,"0x312,0x313,0x212,0x113","3,3,3,3","0,0,0,0","1,1,1,1","1,0,1,1"
329,2,0xB912,0xBB13,0xBA12,0xBA13,"0x112,0x313,0x212,0x213","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
330,2,0xBB12,0xBB13,0xB977,0xB948,"0x312,0x313,0x177,0x148","3,3,3,3","0,0,0,0","1,1,1,1","1,1,1,1"
331,2,0x3902,0x3C03,0x3967,0x3939,"0x102,0x003,0x167,0x139","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
332,2,0x3967,0x3939,0x3904,0x3905,"0x167,0x139,0x104,0x105","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
333,2,0x3C12,0x3913,0x3912,0x3A13,"0x012,0x113,0x112,0x213","3,3,3,3","1,0,0,0","1,1,1,1","0,0,0,0"
334,2,0x3912,0x3A13,0x3A12,0x3A13,"0x112,0x213,0x212,0x213","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
335,2,0xB902,0xB903,0xBC02,0xBC03,"0x102,0x103,0x002,0x003","3,3,3,3","0,0,1,1","1,1,1,1","1,1,1,1"
336,2,0xB904,0xBC05,0xBA46,0xBA47,"0x104,0x005,0x246,0x247","3,3,3,3","0,1,0,0","1,1,1,1","1,1,1,1"
337,2,0xBC67,0xBC39,0xB96E,0xB96F,"0x067,0x039,0x16E,0x16F","3,3,3,3","1,1,0,0","1,1,1,1","1,1,1,1"
338,2,0x2514,0x2504,0xBB5E,0xB956,"0x114,0x104,0x35E,0x156","2,2,3,3","1,1,0,0","0,0,1,1","0,0,1,1"
339,2,0x2502,0x2503,0x3302,0x3303,"0x102,0x103,0x302,0x303","2,2,3,3","1,1,0,0","0,0,0,0","0,0,0,0"
340,2,0x4B12,0x4B13,0x4B12,0x4F13,"0x312,0x313,0x312,0x313","4,4,4,4","0,0,0,1","1,1,1,1","0,0,0,0"
341,2,0x6212,0x4B13,0x6212,0x4B13,"0x212,0x313,0x212,0x313","6,4,6,4","0,0,0,0","0,1,0,1","0,0,0,0"
342,2,0x4B12,0x4B13,0x4B77,0x4B48,"0x312,0x313,0x377,0x348","4,4,4,4","0,0,0,0","1,1,1,1","0,0,0,0"
343,2,0x6102,0x6103,0x6167,0x6239,"0x102,0x103,0x167,0x239","6,6,6,6","0,0,0,0","0,0,0,0","0,0,0,0"
344,2,0x4B67,0x4B39,0x4B6C,0x4B6D,"0x367,0x339,0x36C,0x36D","4,4,4,4","0,0,0,0","1,1,1,1","0,0,0,0"
345,2,0x4E12,0x4B13,0x4F12,0x4B13,"0x212,0x313,0x312,0x313","4,4,4,4","1,0,1,0","1,1,1,1","0,0,0,0"
346,2,0x3B12,0x3B13,0x3A12,0x3A13,"0x312,0x313,0x212,0x213","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
347,2,0x3912,0x3913,0x3B12,0x3B32,"0x112,0x113,0x312,0x332","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
348,2,0x3902,0x3C03,0x3902,0x3903,"0x102,0x003,0x102,0x103","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
349,2,0x3902,0x3B03,0x3902,0x3903,"0x102,0x303,0x102,0x103","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
350,2,0x3912,0x3913,0x3912,0x3A13,"0x112,0x113,0x112,0x213","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
351,2,0x3912,0x3C13,0x3A12,0x3A13,"0x112,0x013,0x212,0x213","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
352,2,0x3B12,0x3913,0x3C3A,0x3C3A,"0x312,0x113,0x03A,0x03A","3,3,3,3","0,0,1,1","1,1,1,1","0,0,0,0"
353,2,0x2802,0x2803,0x3402,0x2503,"0x002,0x003,0x002,0x103","2,2,3,2","0,0,1,1","1,1,0,0","0,0,0,0"
354,2,0x3302,0x2803,0x252A,0x252A,"0x302,0x003,0x12A,0x12A","3,2,2,2","0,0,1,1","0,1,0,0","0,0,0,0"
355,2,0x6112,0x4B13,0x6112,0x4B13,"0x112,0x313,0x112,0x313","6,4,6,4","0,0,0,0","0,1,0,1","0,0,0,0"
356,2,0x4E12,0x4B13,0x4B12,0x4B13,"0x212,0x313,0x312,0x313","4,4,4,4","1,0,0,0","1,1,1,1","0,0,0,0"
357,2,0x4B12,0x4B13,0x623A,0x613A,"0x312,0x313,0x23A,0x13A","4,4,6,6","0,0,0,0","1,1,0,0","0,0,0,0"
358,2,0x4B02,0x2E03,0x4B2A,0x2E2A,"0x302,0x203,0x32A,0x22A","4,2,4,2","0,1,0,1","1,1,1,1","0,0,0,0"
359,2,0x4C02,0x4B03,0x4C04,0x4B05,"0x002,0x303,0x004,0x305","4,4,4,4","1,0,1,0","1,1,1,1","0,0,0,0"
360,2,0x4E12,0x4D13,0x4B12,0x4B13,"0x212,0x113,0x312,0x313","4,4,4,4","1,1,0,0","1,1,1,1","0,0,0,0"
361,2,0x3F02,0x3E03,0x3F02,0x3E03,"0x302,0x203,0x302,0x203","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
362,2,0x3F02,0x3F03,0x3E04,0x3E05,"0x302,0x303,0x204,0x205","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
363,2,0x2D12,0x3213,0x2D14,0x3204,"0x112,0x213,0x114,0x204","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
364,2,0x3212,0x3213,0x4614,0x4604,"0x212,0x213,0x214,0x204","3,3,4,4","0,0,1,1","0,0,0,0","0,0,0,0"
365,2,0x4612,0x4613,0x2D14,0x2D04,"0x212,0x213,0x114,0x104","4,4,2,2","1,1,1,1","0,0,1,1","0,0,0,0"
366,2,0x3D02,0x3C03,0x3C02,0x3C03,"0x102,0x003,0x002,0x003","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
